SMILES (prior)	SMILES (after) round trip:
4168	CCc1cccc(-c2[nH]c(-c3[nH]c(O)c(C(O)=NC)c3CO)cc2C2=CCC(Cl)=CC2)c1	CCc1cccc(-c2[nH]c(-c3[nH]c(O)c(C(O)=NC)c3CO)cc2C2=CCC(Cl)=CC2)c1
4170	CCCCCCOc1c(OC)ccc(C#N)c1C(=O)O	CCCCCCOc1c(OC)ccc(C#N)c1C(=O)O
4171	CC(=O)OC(=O)OC(=O)c1cc(C(=O)Oc2cccc3c2CC(O)=CC3)cc(F)c1O	CC(=O)OC(=O)OC(=O)c1cc(C(=O)Oc2cccc3c2CC(O)=CC3)cc(F)c1O
4175	CCc1cc2c(O)nc(N)c(Cc3n[nH]cc3-c3ccccc3)c2cc1O	CCc1cc2c(O)nc(N)c(Cc3n[nH]cc3-c3ccccc3)c2cc1O
4179	CCOc1ccc(CC)cc1CC(C(=O)O)=C1CCCCC1	CCOc1ccc(CC)cc1CC(C(=O)O)=C1CCCCC1
4181	CCCc1nccc2cc(COC(=O)Nc3cc4cccc(C)c4c4oc(C)cc34)ccc12	CCCc1nccc2cc(COC(=O)Nc3cc4cccc(C)c4c4oc(C)cc34)ccc12
4183	COc1cccc(-c2cc(OC)c3cc(O)cc(O)c3c2O)c1	COc1cccc(-c2cc(OC)c3cc(O)cc(O)c3c2O)c1
4184	CCCCc1c(Br)cc(C(=O)O)c(O)c1C(=O)O	CCCCc1c(Br)cc(C(=O)O)c(O)c1C(=O)O
4186	Cc1ccc(-c2cccc(CCOC(=O)c3ccccc3)c2)cc1C(=O)O	Cc1ccc(-c2cccc(CCOC(=O)c3ccccc3)c2)cc1C(=O)O
4187	COC(=O)CCCc1cc(-c2ccccc2)[nH]c1Cl	COC(=O)CCCc1cc(-c2ccccc2)[nH]c1Cl
4188	CCc1cc(C(C)=O)cc(NC(=O)CC(=O)O)c1NC	CCc1cc(C(C)=O)cc(NC(=O)CC(=O)O)c1NC
4190	CC(=O)Nc1c(I)c(Cl)c(Br)c2nccc(C)c12	CC(=O)Nc1c(I)c(Cl)c(Br)c2nccc(C)c12
4194	CC1=CCc2c(c(O)cc(NC(=O)OC(=O)NC(=O)CC(C)C)c2Cc2ccccc2)C1	CC1=CCc2c(c(O)cc(NC(=O)OC(=O)NC(=O)CC(C)C)c2Cc2ccccc2)C1
4202	CS(=O)(=O)Cc1cc(O)c2c(c1)Cc1cc(C(=O)O)cc(C(=O)O)c1C2	CS(=O)(=O)Cc1cc(O)c2c(c1)Cc1cc(C(=O)O)cc(C(=O)O)c1C2
4205	CCNc1[nH]c2ccccc2c1C(=O)CC(=O)CCC(=O)O	CCNc1[nH]c2ccccc2c1C(=O)CC(=O)CCC(=O)O
4208	CCCS(=O)(=O)c1c(OC(=O)NC(=O)CC)cc2c(O)c(C)oc2c1O	CCCS(=O)(=O)c1c(OC(=O)NC(=O)CC)cc2c(O)c(C)oc2c1O
4209	Cc1cccc(C(=O)CO)c1Oc1c(O)c(CCC(=O)O)cc(C(=O)O)c1O	Cc1cccc(C(=O)CO)c1Oc1c(O)c(CCC(=O)O)cc(C(=O)O)c1O
4210	CCCc1ccc(-c2c(OC)cc(Cn3ccc(C)c3)c3c(O)c(O)ccc23)cc1	CCCc1ccc(-c2c(OC)cc(Cn3ccc(C)c3)c3c(O)c(O)ccc23)cc1
4215	COc1nc2c(c(OCCCC(=O)O)c1C)CC=CC2	COc1nc2c(c(OCCCC(=O)O)c1C)CC=CC2
4221	C=C(Cl)c1cccc2cc3c(c(Cl)c12)-c1c(O)nc(O)c2c(C(=O)NC(=O)CO)cc(C)c(c12)C3	C=C(Cl)c1cccc2cc3c(c(Cl)c12)-c1c(O)nc(O)c2c(C(=O)NC(=O)CO)cc(C)c(c12)C3
4224	CCOc1c(O)c(-c2ccc(-c3ccc(CCCC(=O)O)[nH]3)[nH]2)cc(C(O)(O)CC)c1S(=O)(=O)CC	CCOc1c(O)c(-c2ccc(-c3ccc(CCCC(=O)O)[nH]3)[nH]2)cc(C(O)(O)CC)c1S(=O)(=O)CC
4225	O=C(O)c1c(CO)[nH]c2cc3cccc(S(=O)(=O)O)c3cc12	O=C(O)c1c(CO)[nH]c2cc3cccc(S(=O)(=O)O)c3cc12
4226	Cc1[nH]c(C(=O)c2[nH]cnc2O)c[n+]1Cc1ccc2cccc3c2c1CCC3	Cc1[nH]c(C(=O)c2[nH]cnc2O)c[n+]1Cc1ccc2cccc3c2c1CCC3
4233	Oc1cc(-c2ccccc2)c(Br)cc1-c1cc2ccc(F)cc2[nH]1	Oc1cc(-c2ccccc2)c(Br)cc1-c1cc2ccc(F)cc2[nH]1
4235	CCc1ccc(-c2cc(O)c3cc(O)ccc3c2C(=O)O)c2c(O)ccc(O)c12	CCc1ccc(-c2cc(O)c3cc(O)ccc3c2C(=O)O)c2c(O)ccc(O)c12
4237	CCc1cc(O)cc(O)c1Cc1c(OC)cc2cc(OC)ccc2c1O	CCc1cc(O)cc(O)c1Cc1c(OC)cc2cc(OC)ccc2c1O
4238	O=C(O)Cc1ccc(S(=O)(=O)O)cc1-c1ccc(C(=O)O)c(C(=O)NCCO)c1	O=C(O)Cc1ccc(S(=O)(=O)O)cc1-c1ccc(C(=O)O)c(C(=O)NCCO)c1
4243	CN(C(=O)c1ccccc1F)C(O)=NC(=O)c1ccccc1O	CN(C(=O)c1ccccc1F)C(O)=NC(=O)c1ccccc1O
4244	O=C(O)c1ccc2cc3ccccc3nc2c1C(C(=O)O)C(=O)O	O=C(O)c1ccc2cc3ccccc3nc2c1C(C(=O)O)C(=O)O
4245	CC(=CCc1cc(C(=O)O)cc2occ(CC(=O)O)c12)CCO	CC(=CCc1cc(C(=O)O)cc2occ(CC(=O)O)c12)CCO
4248	Nc1nc2[nH]c3c(c2c(Cc2cccc(Cl)c2)c1O)C(=O)C=CC3=O	Nc1nc2[nH]c3c(c2c(Cc2cccc(Cl)c2)c1O)C(=O)C=CC3=O
4250	COc1c2ccc(O)c(S(=O)(=O)O)c2c(C(=O)O)c2c(F)c(O)cc(CNS(=O)(=O)O)c12	COc1c2ccc(O)c(S(=O)(=O)O)c2c(C(=O)O)c2c(F)c(O)cc(CNS(=O)(=O)O)c12
4252	Cc1c2c(c(CO[N+](=O)[O-])c3oc4c5ccccc5c(O)cc4c13)CCCC2	Cc1c2c(c(CO[N+](=O)[O-])c3oc4c5ccccc5c(O)cc4c13)CCCC2
4256	CCCCCC(=O)Oc1ccc2oc(-c3cc(O)ccc3Br)cc2c1	CCCCCC(=O)Oc1ccc2oc(-c3cc(O)ccc3Br)cc2c1
4257	CCNC(=O)Oc1cccc2cc(CN)c3ccccc3c12	CCNC(=O)Oc1cccc2cc(CN)c3ccccc3c12
4260	N#Cc1cc(CCC(=O)O)c2c(c1O)Cc1ccc(O)cc1C2	N#Cc1cc(CCC(=O)O)c2c(c1O)Cc1ccc(O)cc1C2
4265	O=C(O)C(=O)C(=O)c1ccc(-c2ccc(O)c(C(=O)O)n2)c2ccc(O)cc12	O=C(O)C(=O)C(=O)c1ccc(-c2ccc(O)c(C(=O)O)n2)c2ccc(O)cc12
4266	CNCCOc1ccc(O)c(Cl)c1OCc1cccc2cc(OC)[nH]c12	CNCCOc1ccc(O)c(Cl)c1OCc1cccc2cc(OC)[nH]c12
4276	COc1c(CNC(C)=O)ccc2cc(Cl)c3ccccc3c12	COc1c(CNC(C)=O)ccc2cc(Cl)c3ccccc3c12
4277	O=C(O)CCC(=O)OC(=O)Cc1ccc(-c2[nH]ccc2CCC(=O)O)c2c1CC=CC2	O=C(O)CCC(=O)OC(=O)Cc1ccc(-c2[nH]ccc2CCC(=O)O)c2c1CC=CC2
4278	CCCCC(=O)OC(=O)c1cc2c(F)c(OC)ccc2c(F)c1CCNS(=O)(=O)O	CCCCC(=O)OC(=O)c1cc2c(F)c(OC)ccc2c(F)c1CCNS(=O)(=O)O
4280	Nc1ccc2c(O)cc(O)c(OCC(=O)CC(=O)O)c2c1	Nc1ccc2c(O)cc(O)c(OCC(=O)CC(=O)O)c2c1
4281	CCCOC(=O)CCc1c(C(=O)O)c(C(=O)Oc2cc(O)[nH]c2O)c(O)c2ccccc12	CCCOC(=O)CCc1c(C(=O)O)c(C(=O)Oc2cc(O)[nH]c2O)c(O)c2ccccc12
4284	CCCCOC(=O)C1=C(Cn2cc(C(=O)O)c(=O)cc2C)Cc2ccccc2C1	CCCCOC(=O)C1=C(Cn2cc(C(=O)O)c(=O)cc2C)Cc2ccccc2C1
4285	CCCc1oc2ccc3c4c(C)cc(O)c(OC(C)=O)c4c(C)c(OC)c3c2c1O	CCCc1oc2ccc3c4c(C)cc(O)c(OC(C)=O)c4c(C)c(OC)c3c2c1O
4286	COc1cc2c(-c3cccc4cccnc34)c(Cl)c(OC)c(CO)c2cc1Cl	COc1cc2c(-c3cccc4cccnc34)c(Cl)c(OC)c(CO)c2cc1Cl
4289	CC(C)Cc1cc(C(=O)O)c(OCCCCCCCO)c(CC(=O)O)c1O	CC(C)Cc1cc(C(=O)O)c(OCCCCCCCO)c(CC(=O)O)c1O
4293	COC(=Cc1cc2ccc(OC)c(O)c2[nH]1)c1cccc(C(=O)O)n1	COC(=Cc1cc2ccc(OC)c(O)c2[nH]1)c1cccc(C(=O)O)n1
4295	COc1ccc(C(=O)c2c(O)[nH]c3c(O)cc4cccc(OC)c4c23)c(Cl)c1	COc1ccc(C(=O)c2c(O)[nH]c3c(O)cc4cccc(OC)c4c23)c(Cl)c1
4298	COC(C(=O)Cc1c(CN)cc(C)c(O)c1Cl)=C(Cc1cccc(OC)c1)C(=O)O	COC(C(=O)Cc1c(CN)cc(C)c(O)c1Cl)=C(Cc1cccc(OC)c1)C(=O)O
4299	O=C(O)CC(O)=C(Cc1ccc(O)c(C(=O)NCc2cc(O)c3c(c2O)CC=CC3)c1)C(=O)O	O=C(O)CC(O)=C(Cc1ccc(O)c(C(=O)NCc2cc(O)c3c(c2O)CC=CC3)c1)C(=O)O
4300	COc1cccc(C(=O)N=C(N)CNCC(C)C)c1O	COc1cccc(C(=O)N=C(N)CNCC(C)C)c1O
4301	CCNC(=O)CC(=O)OC(=O)c1cc(O)c2c(c1)Cc1cccc(O)c1C2	CCNC(=O)CC(=O)OC(=O)c1cc(O)c2c(c1)Cc1cccc(O)c1C2
4306	COc1c(CO)c(C#N)c(NC(=O)CC(=O)NC(=O)CNC(=O)CC=O)c2ccccc12	COc1c(CO)c(C#N)c(NC(=O)CC(=O)NC(=O)CNC(=O)CC=O)c2ccccc12
4308	CC(=O)Oc1cc(CC(=O)O)c(C(=O)CS(=O)(=O)CC(=O)O)c(F)c1Cl	CC(=O)Oc1cc(CC(=O)O)c(C(=O)CS(=O)(=O)CC(=O)O)c(F)c1Cl
4309	CC1=CC(=O)C(C(=O)NC(=O)CS(=O)(=O)c2c(O)cc(O)c(C(=O)O)c2O)=C(C)C1=O	CC1=CC(=O)C(C(=O)NC(=O)CS(=O)(=O)c2c(O)cc(O)c(C(=O)O)c2O)=C(C)C1=O
4311	Cc1cc2ccc3ncc(-n4c(O)cnc4N)cc3c2cc1O	Cc1cc2ccc3ncc(-n4c(O)cnc4N)cc3c2cc1O
4312	COc1cc2c(c(OC)c1Cl)CC(CC(=O)NC(C)=O)=CC2	COc1cc2c(c(OC)c1Cl)CC(CC(=O)NC(C)=O)=CC2
4314	COCc1cccc2c(OC)c3c(cc12)CC=C(C)C3	COCc1cccc2c(OC)c3c(cc12)CC=C(C)C3
4317	CCc1c(C(=O)Nc2ccccc2)[nH]c(C)c1CCOc1ccc(OC)cc1	CCc1c(C(=O)Nc2ccccc2)[nH]c(C)c1CCOc1ccc(OC)cc1
4318	C=CCc1nc(CC(=O)O)c(NCc2ccccc2)c2ccc(C(=O)O)cc12	C=CCc1nc(CC(=O)O)c(NCc2ccccc2)c2ccc(C(=O)O)cc12
4319	CC(=O)OC(=O)c1ccc2cc(Cl)cc(O)c2c1	CC(=O)OC(=O)c1ccc2cc(Cl)cc(O)c2c1
4321	CC(=O)NC(=O)NC(=O)c1cc(-c2ccc(-c3cc(CC(=O)O)[nH]c3Cl)[nH]2)cc(O)c1C(=O)O	CC(=O)NC(=O)NC(=O)c1cc(-c2ccc(-c3cc(CC(=O)O)[nH]c3Cl)[nH]2)cc(O)c1C(=O)O
4324	CCOc1cc(C(=O)O)cc2ccc3c(CC)coc3c12	CCOc1cc(C(=O)O)cc2ccc3c(CC)coc3c12
4328	COc1cc(Cl)c2cc(C=C(C)C)cc(O)c2c1-n1c(O)nc(CC(=O)O)c1O	COc1cc(Cl)c2cc(C=C(C)C)cc(O)c2c1-n1c(O)nc(CC(=O)O)c1O
4331	COC(=O)CCc1ccc(C(C)(C)C)c2c1oc1c(O)c(C(=O)NC(=O)NO)ccc12	COC(=O)CCc1ccc(C(C)(C)C)c2c1oc1c(O)c(C(=O)NC(=O)NO)ccc12
4336	CNC(=O)c1cc(O)c2c(c1)c(O)c(NS(=O)(=O)c1cc(C)ccc1C(=O)O)c1cccc(O)c12	CNC(=O)c1cc(O)c2c(c1)c(O)c(NS(=O)(=O)c1cc(C)ccc1C(=O)O)c1cccc(O)c12
4338	CCCCC(=O)N(C(C)=O)C(=O)Cc1c(O)c(Cl)c(C(=O)O)c(O)c1C(=O)O	CCCCC(=O)N(C(C)=O)C(=O)Cc1c(O)c(Cl)c(C(=O)O)c(O)c1C(=O)O
4339	CCc1cc(OC)c2c(ccc3c(F)ccc(CC)c32)c1Cl	CCc1cc(OC)c2c(ccc3c(F)ccc(CC)c32)c1Cl
4344	CCCNC(=O)NC(=O)OC(=O)CCc1c(NC)ccc2nc(O)cc(C(=O)O)c12	CCCNC(=O)NC(=O)OC(=O)CCc1c(NC)ccc2nc(O)cc(C(=O)O)c12
4345	N#CC(=CCC(=O)O)C(=O)c1ccc(O)cc1O	N#CC(=CCC(=O)O)C(=O)c1ccc(O)cc1O
4346	CNC(O)=Nc1ccc(-c2ccccc2)c(C#N)c1O	CNC(O)=Nc1ccc(-c2ccccc2)c(C#N)c1O
4348	C=CC(=O)c1cc2cc3cccc(CC)c3cc2c(OC)c1C=O	C=CC(=O)c1cc2cc3cccc(CC)c3cc2c(OC)c1C=O
4349	COc1ccc(Cl)c(C(O)=NCc2cc(O)cc(O)c2O)c1OC	COc1ccc(Cl)c(C(O)=NCc2cc(O)cc(O)c2O)c1OC
4350	C=CNc1cc(Oc2ccccc2)cc2ccc(C(=O)OC)c(O)c12	C=CNc1cc(Oc2ccccc2)cc2ccc(C(=O)OC)c(O)c12
4353	COc1ccc(CC(=O)O)cc1NCc1cc(F)c2ccccc2c1O	COc1ccc(CC(=O)O)cc1NCc1cc(F)c2ccccc2c1O
4355	COc1ccccc1Cc1ccc(CCNCC(=O)O)cc1	COc1ccccc1Cc1ccc(CCNCC(=O)O)cc1
4356	O=C(O)CCC(F)(F)c1cccc2cc(O)ccc12	O=C(O)CCC(F)(F)c1cccc2cc(O)ccc12
4358	Cc1[nH]ccc(=O)c1C(=O)OC(=O)CC(=O)NCCS(=O)(=O)c1ccccc1	Cc1[nH]ccc(=O)c1C(=O)OC(=O)CC(=O)NCCS(=O)(=O)c1ccccc1
4360	COCc1ccc(-n2c(O)cc3c(C(=O)O)cccc32)c2ccccc12	COCc1ccc(-n2c(O)cc3c(C(=O)O)cccc32)c2ccccc12
4363	O=C(O)c1cc(-c2csc3ccccc23)c(Cl)c2[nH]ccc12	O=C(O)c1cc(-c2csc3ccccc23)c(Cl)c2[nH]ccc12
4364	COc1cccc2ccc(C(C)(C)Cc3cc4ccccc4o3)cc12	COc1cccc2ccc(C(C)(C)Cc3cc4ccccc4o3)cc12
4365	O=C(CCCc1cc2[nH]ccc2c(O)c1NC(=O)c1cccc(Cl)c1)OCCCO	O=C(CCCc1cc2[nH]ccc2c(O)c1NC(=O)c1cccc(Cl)c1)OCCCO
4366	Cc1cc(C(=O)O)[nH]c1-c1ccc2cc(Cl)c(Cl)c(NC(N)=O)c2n1	Cc1cc(C(=O)O)[nH]c1-c1ccc2cc(Cl)c(Cl)c(NC(N)=O)c2n1
4369	COC(=C(Cl)c1cc[nH]c1)c1ccc(O)c(C(=O)O)c1	COC(=C(Cl)c1cc[nH]c1)c1ccc(O)c(C(=O)O)c1
4373	O=C(O)CC(=O)Nc1c(C(=O)O)ccc2cc(C(=O)O)cc(CC(=O)O)c12	O=C(O)CC(=O)Nc1c(C(=O)O)ccc2cc(C(=O)O)cc(CC(=O)O)c12
4375	CCCOC(=O)CCc1cc(Cl)c2c(C(=O)O)cc(OC)cc2c1	CCCOC(=O)CCc1cc(Cl)c2c(C(=O)O)cc(OC)cc2c1
4376	CCC(=O)OC(=O)Nc1cc(CCC(=O)O)c(O)c2ccc(-c3cc(N)c(Cl)c(Cl)c3C(=O)O)cc12	CCC(=O)OC(=O)Nc1cc(CCC(=O)O)c(O)c2ccc(-c3cc(N)c(Cl)c(Cl)c3C(=O)O)cc12
4377	O=C(O)CCCC(=O)OC(=O)c1cccc(F)c1I	O=C(O)CCCC(=O)OC(=O)c1cccc(F)c1I
4379	CCCCCc1c(OCC(=O)NC(=O)OCCCC)ccc(O)c1C(=O)O	CCCCCc1c(OCC(=O)NC(=O)OCCCC)ccc(O)c1C(=O)O
4380	CCCNC(O)=NC(=O)c1c(CC(=O)OC(=O)NCC)cc(Cl)cc1OC	CCCNC(O)=NC(=O)c1c(CC(=O)OC(=O)NCC)cc(Cl)cc1OC
4386	CCC(=O)OCCCc1ccc(O)c2cnc3cccc(C)c3c12	CCC(=O)OCCCc1ccc(O)c2cnc3cccc(C)c3c12
4391	O=C(O)CCCc1ccc(COC(=O)NO)c(Cl)c1	O=C(O)CCCc1ccc(COC(=O)NO)c(Cl)c1
4392	Cc1cc2cc(NC(=O)NC(=O)CC3=C(Br)C(=O)C=CC3=O)c3[nH]ccc3c2cc1C	Cc1cc2cc(NC(=O)NC(=O)CC3=C(Br)C(=O)C=CC3=O)c3[nH]ccc3c2cc1C
4396	O=C(O)CC(=O)Oc1cccc(-c2ccccn2)c1	O=C(O)CC(=O)Oc1cccc(-c2ccccn2)c1
4397	CCCCCC(=O)NC(=O)OC(=O)CC(=O)c1cc(OCC)cc(C(=O)O)c1	CCCCCC(=O)NC(=O)OC(=O)CC(=O)c1cc(OCC)cc(C(=O)O)c1
4398	CCCC(C)(C)c1ccc(OCCCc2c[nH]cc2Cl)c(O)c1	CCCC(C)(C)c1ccc(OCCCc2c[nH]cc2Cl)c(O)c1
4399	CCOC(=O)N(C(C)=O)C(=O)Cc1cc[nH]c1CC(=O)O	CCOC(=O)N(C(C)=O)C(=O)Cc1cc[nH]c1CC(=O)O
4401	CC(=O)c1ccc2c(O)c(C(=O)c3cccc(CO)c3)cc(Cl)c2c1O	CC(=O)c1ccc2c(O)c(C(=O)c3cccc(CO)c3)cc(Cl)c2c1O
4402	CC(C)(C)c1cc2c(CCC(=O)O)c3c(O)cc(O)c(O)c3cc2cc1-c1ncc(C(=O)O)o1	CC(C)(C)c1cc2c(CCC(=O)O)c3c(O)cc(O)c(O)c3cc2cc1-c1ncc(C(=O)O)o1
4403	O=C(O)c1ccc(Cl)c(Nc2ccc(-c3c(O)cccc3C(=O)O)cc2)c1	O=C(O)c1ccc(Cl)c(Nc2ccc(-c3c(O)cccc3C(=O)O)cc2)c1
4409	CC(=O)OCCOc1ccc(O)c(C(=O)c2ccc(O)cc2Cl)c1C(C)(C)C	CC(=O)OCCOc1ccc(O)c(C(=O)c2ccc(O)cc2Cl)c1C(C)(C)C
4410	Cc1ccc2cc(O)cc(C(=O)O)c2c1CC(=O)O	Cc1ccc2cc(O)cc(C(=O)O)c2c1CC(=O)O
4411	Cc1cc2c(O)cc(Nc3cc(O)c(O)c(O)n3)cc2c2c(CCO)noc12	Cc1cc2c(O)cc(Nc3cc(O)c(O)c(O)n3)cc2c2c(CCO)noc12
4412	O=C(O)c1cc2ccccc2c2cccc(Oc3cc(O)c(O)cc3O)c12	O=C(O)c1cc2ccccc2c2cccc(Oc3cc(O)c(O)cc3O)c12
4413	CCCNc1c(C(=CC(=O)O)OC)cccc1-c1c(Cl)cc(O)c(O)c1C(=O)O	CCCNc1c(C(=CC(=O)O)OC)cccc1-c1c(Cl)cc(O)c(O)c1C(=O)O
4415	CC(C)(C)c1c2ccccc2cc2ccc(O)c(O)c12	CC(C)(C)c1c2ccccc2cc2ccc(O)c(O)c12
4416	COc1ccc(C(=O)c2ccc(C(=O)CCc3ccc(O)cc3)c(O)c2)cc1OC	COc1ccc(C(=O)c2ccc(C(=O)CCc3ccc(O)cc3)c(O)c2)cc1OC
4417	CCCCC(=O)OC(=O)C(Cc1ccccc1)=C(C)OC	CCCCC(=O)OC(=O)C(Cc1ccccc1)=C(C)OC
4419	O=C(O)Cc1cccc(Cc2cc(C(=O)O)[nH]c2O)c1	O=C(O)Cc1cccc(Cc2cc(C(=O)O)[nH]c2O)c1
4422	C=C(O)Nc1cc(NC(=O)C(=O)NO)c(CC)c(OC)c1	C=C(O)Nc1cc(NC(=O)C(=O)NO)c(CC)c(OC)c1
4423	CCn1cc(I)c2c(-c3cccc(CNC)c3)c3c(Oc4ccccc4)cccc3c(O)c21	CCn1cc(I)c2c(-c3cccc(CNC)c3)c3c(Oc4ccccc4)cccc3c(O)c21
4425	CCCCCc1cocc1CS(=O)(=O)OCCc1cc(C(=O)O)cc2ccc3c(OC)cccc3c12	CCCCCc1cocc1CS(=O)(=O)OCCc1cc(C(=O)O)cc2ccc3c(OC)cccc3c12
4432	COc1ccc2nc(CCCl)c3c(CCOC(=O)CO)cccc3c2c1	COc1ccc2nc(CCCl)c3c(CCOC(=O)CO)cccc3c2c1
4439	C=C(Cc1cc2c(OC)cc(C)c(Cl)c2c2cc[nH]c12)C(=O)O	C=C(Cc1cc2c(OC)cc(C)c(Cl)c2c2cc[nH]c12)C(=O)O
4440	O=C(O)CCCCC(=C(O)Nc1cccc2c(CC(=O)O)c3ccccc3cc12)[N+](=O)[O-]	O=C(O)CCCCC(=C(O)Nc1cccc2c(CC(=O)O)c3ccccc3cc12)[N+](=O)[O-]
4442	CCc1c(F)c(OC)cc(C(=O)O)c1Oc1ccccc1Cl	CCc1c(F)c(OC)cc(C(=O)O)c1Oc1ccccc1Cl
4443	CCC(=O)NC(=O)c1ccc2c(Cl)c3c(-c4cccc(C)c4)ccc(Cl)c3cc2c1	CCC(=O)NC(=O)c1ccc2c(Cl)c3c(-c4cccc(C)c4)ccc(Cl)c3cc2c1
4445	CCCc1cc(C(=O)O)cc2c1cc(OC)c1ccccc12	CCCc1cc(C(=O)O)cc2c1cc(OC)c1ccccc12
4449	CNCc1cc(CO)c(Nc2ccc(O)c(F)c2)c(-c2ccc[nH]2)c1	CNCc1cc(CO)c(Nc2ccc(O)c(F)c2)c(-c2ccc[nH]2)c1
4450	Cc1c(C(=O)O)c(=O)ccn1-c1c(F)cccc1C(C(=O)O)C(=O)O	Cc1c(C(=O)O)c(=O)ccn1-c1c(F)cccc1C(C(=O)O)C(=O)O
4453	COc1c2[nH]c(S(=O)(=O)c3ccnc(N)n3)cc2c(NN=O)c2cccc(C(=O)O)c12	COc1c2[nH]c(S(=O)(=O)c3ccnc(N)n3)cc2c(NN=O)c2cccc(C(=O)O)c12
4456	CCc1cc(-c2ccc(C(=O)N(C(C)=O)C(=O)NC)cc2)ccc1C	CCc1cc(-c2ccc(C(=O)N(C(C)=O)C(=O)NC)cc2)ccc1C
4458	CCCCCCNc1ccc2c(C(=O)O)cccc2c1	CCCCCCNc1ccc2c(C(=O)O)cccc2c1
4462	CCCOc1cc(C(=O)NC(=O)c2ccccc2)cc(-c2ccc(CC(=O)O)cc2)c1	CCCOc1cc(C(=O)NC(=O)c2ccccc2)cc(-c2ccc(CC(=O)O)cc2)c1
4465	CCc1cc(C)cc2cc(OC)c(C(=O)O)c(OC)c12	CCc1cc(C)cc2cc(OC)c(C(=O)O)c(OC)c12
4466	CC(C)c1c(O)cc2ccc(CC(C(=O)O)C(=O)O)c3c2c1C(O)=C(c1occc1O)C3=O	CC(C)c1c(O)cc2ccc(CC(C(=O)O)C(=O)O)c3c2c1C(O)=C(c1occc1O)C3=O
4469	CCCCCC(=O)NC(=O)OCc1cc(C(=O)O)c(C(=O)O)c(Cl)c1F	CCCCCC(=O)NC(=O)OCc1cc(C(=O)O)c(C(=O)O)c(Cl)c1F
4470	CC(=O)c1c(C(=O)CCCC(=O)OC(=O)Nc2nnc(C(=O)O)[nH]2)ccc2cccc(C)c12	CC(=O)c1c(C(=O)CCCC(=O)OC(=O)Nc2nnc(C(=O)O)[nH]2)ccc2cccc(C)c12
4471	CCc1c(C(=O)O)[nH]c(C(=O)O)c1Oc1cc(C#N)c(O)c(C(=O)O)c1	CCc1c(C(=O)O)[nH]c(C(=O)O)c1Oc1cc(C#N)c(O)c(C(=O)O)c1
4475	CCC(OC)=C(Cc1cccc2ccccc12)c1[nH]ccc1OC(C)=O	CCC(OC)=C(Cc1cccc2ccccc12)c1[nH]ccc1OC(C)=O
4476	CCCCNC(=O)OC(=O)Nc1cc2c(ccc3ccccc32)cc1O	CCCCNC(=O)OC(=O)Nc1cc2c(ccc3ccccc32)cc1O
4479	COc1cc2cccc(C(=O)NC(=O)c3ccccc3OCCCCO)c2c(F)c1O	COc1cc2cccc(C(=O)NC(=O)c3ccccc3OCCCCO)c2c(F)c1O
4480	CCNc1cccc(NC(=O)c2c(OC)cc(C)n2Cc2cccc3c2C(=O)C=CC3=O)c1	CCNc1cccc(NC(=O)c2c(OC)cc(C)n2Cc2cccc3c2C(=O)C=CC3=O)c1
4483	Cn1c(C(=O)O)cnc1Sc1cc(CO)c2c3c(nccc13)C=CC2	Cn1c(C(=O)O)cnc1Sc1cc(CO)c2c3c(nccc13)C=CC2
4484	Cc1ccc(C(=O)O)c(C(=O)OC(=O)c2cccc3cc[nH]c23)c1	Cc1ccc(C(=O)O)c(C(=O)OC(=O)c2cccc3cc[nH]c23)c1
4485	Oc1ccc(Cl)n1Cc1cccc2cc(Cl)cc(Cl)c12	Oc1ccc(Cl)n1Cc1cccc2cc(Cl)cc(Cl)c12
4487	Cc1cc(S(N)(=O)=O)c(C(=O)CC(=O)NCc2ccc(O)cc2)c2c(Br)c(O)ccc12	Cc1cc(S(N)(=O)=O)c(C(=O)CC(=O)NCc2ccc(O)cc2)c2c(Br)c(O)ccc12
4489	CCOC(=O)c1cc(OC(=O)CC(=O)O)cc(-c2nc3c(c4c(O)cccc24)CC=CC3)c1	CCOC(=O)c1cc(OC(=O)CC(=O)O)cc(-c2nc3c(c4c(O)cccc24)CC=CC3)c1
4494	O=C(O)Cc1c(O)cc(O)c(C(=O)O)c1-c1c(Cl)ccc2c(-c3cccc(Cl)c3)cccc12	O=C(O)Cc1c(O)cc(O)c(C(=O)O)c1-c1c(Cl)ccc2c(-c3cccc(Cl)c3)cccc12
4499	COc1c(Cl)cc(F)c2oc(-c3nc4ccccc4[nH]3)c(O)c12	COc1c(Cl)cc(F)c2oc(-c3nc4ccccc4[nH]3)c(O)c12
4500	C=CC(O)=CC(=CC(=O)O)CCOc1ccccc1	C=CC(O)=CC(=CC(=O)O)CCOc1ccccc1
4501	CCc1[nH]c2cc(O)n(-c3cc(C(=O)O)ccc3O)c2c1CC	CCc1[nH]c2cc(O)n(-c3cc(C(=O)O)ccc3O)c2c1CC
4502	O=C(O)c1cccc2cc(O)c3c(c12)CC=C(Cl)C3	O=C(O)c1cccc2cc(O)c3c(c12)CC=C(Cl)C3
4504	CC(=O)OC(=O)c1ccc(CC(=O)O)c(CCS(=O)(=O)O)c1Cl	CC(=O)OC(=O)c1ccc(CC(=O)O)c(CCS(=O)(=O)O)c1Cl
