SMILES (prior)	SMILES (after) round trip:
4503	CC(C(=O)c1ccc2ccc(C)cc2c1Cl)=C(/C=C\C(=O)O)CC(=O)O	CC(C(=O)c1ccc2ccc(C)cc2c1Cl)=C(C=CC(=O)O)CC(=O)O
4505	COC1=CCc2c(OC)c(Cc3ccc(OC)cc3)cc(O)c2[C@@H]1OC	COC1=CCc2c(OC)c(Cc3ccc(OC)cc3)cc(O)c2C1OC
4507	CCCC[C@@](O)(c1ccccc1)c1ccc(O)n1-c1cccc(C(=O)CCC(=O)O)c1[N+](=O)[O-]	CCCCC(O)(c1ccccc1)c1ccc(O)n1-c1cccc(C(=O)CCC(=O)O)c1[N+](=O)[O-]
4510	CCC(=O)OC(=O)C1=C2CC=CC[C@H]2c2c(ccc(CCO)c2C)C1	CCC(=O)OC(=O)C1=C2CC=CCC2c2c(ccc(CCO)c2C)C1
4512	CC(C)c1cc2cc(C(=O)O)ccc2c(C(=O)NC(=O)N[C@@H](C(=O)O)S(=O)(=O)O)c1[C@H](O)C(C)C	CC(C)c1cc2cc(C(=O)O)ccc2c(C(=O)NC(=O)NC(C(=O)O)S(=O)(=O)O)c1C(O)C(C)C
4515	C=CC1=CC(=CCc2ccc3c(c2)[C@H](O)C=C[C@H]3Cl)CC(C)=C1	C=CC1=CC(=CCc2ccc3c(c2)C(O)C=CC3Cl)CC(C)=C1
4516	CCCCC(=O)OC(=O)[C@H]1c2ccccc2CC[C@@H]1C	CCCCC(=O)OC(=O)C1c2ccccc2CCC1C
4517	CCOC(=O)C/C=C/C/C=C\Cc1ccc(F)cc1	CCOC(=O)CC=CCC=CCc1ccc(F)cc1
4518	CC(=O)NCC(=O)N[C@@H](C(=O)O)C(=O)Nc1nnc(C(=O)C=C(C)c2cccc(C(=O)O)c2)s1	CC(=O)NCC(=O)NC(C(=O)O)C(=O)Nc1nnc(C(=O)C=C(C)c2cccc(C(=O)O)c2)s1
4519	CCc1ccc2oc3cnc4c(O)c(C=O)c([C@@H](C)C(=CNC(=O)O)C(=O)O)cc4c3c2c1	CCc1ccc2oc3cnc4c(O)c(C=O)c(C(C)C(=CNC(=O)O)C(=O)O)cc4c3c2c1
4520	CCCc1ccc(O)c2c1CC(OC)=C1C=c3cc(OC)ccc3=C[C@H]12	CCCc1ccc(O)c2c1CC(OC)=C1C=c3cc(OC)ccc3=CC12
4521	COc1cc([C@H](O)CC2=C(C(=O)O)CC=C2)c(C(=O)O)c2cc(C#N)ccc12	COc1cc(C(O)CC2=C(C(=O)O)CC=C2)c(C(=O)O)c2cc(C#N)ccc12
4522	O=C(O)C[n+]1c(CCCC(=C/C=C/CO)[N+](=O)[O-])c[nH]c1O	O=C(O)C[n+]1c(CCCC(=CC=CCO)[N+](=O)[O-])c[nH]c1O
4523	CCc1cccc([C@H](C(F)=CCC[C@@H](C)O)c2cc(O)cc(OC)c2C)c1	CCc1cccc(C(C(F)=CCCC(C)O)c2cc(O)cc(OC)c2C)c1
4525	COC1=C[C@@H](Cl)c2c(cc(C(=O)CC(=O)O)c3c2ccc2c(C)coc23)C1	COC1=CC(Cl)c2c(cc(C(=O)CC(=O)O)c3c2ccc2c(C)coc23)C1
4530	CCCOC1=C(C(C)C)[C@@H]2C(=CC(=CO)c3ccc4ccccc4c32)C=C1C(=O)O	CCCOC1=C(C(C)C)C2C(=CC(=CO)c3ccc4ccccc4c32)C=C1C(=O)O
4532	CCC[C@](CCC(=O)O)(C(C)C)[C@@H]1C[C@H]2C(C)=C(CCO)Cc3cc(O)cc(c32)[C@@H]1C	CCCC(CCC(=O)O)(C(C)C)C1CC2C(C)=C(CCO)Cc3cc(O)cc(c32)C1C
4533	C=C(CC[C@H]1c2c(oc3cc4cccc(OC)c4cc23)C=C[C@@H]1c1ccccc1C(=O)O)C(=O)O	C=C(CCC1c2c(oc3cc4cccc(OC)c4cc23)C=CC1c1ccccc1C(=O)O)C(=O)O
4534	CCC[C@H](N)C(=O)O[C@H]1C(CC(=O)O)=C[C@@H](NCCO)c2ccccc21	CCCC(N)C(=O)OC1C(CC(=O)O)=CC(NCCO)c2ccccc21
4535	CCc1c(C(=O)O)ccc(O)c1[C@H](C)CC(=O)O	CCc1c(C(=O)O)ccc(O)c1C(C)CC(=O)O
4536	O=C(O)CNC(=O)CC(=O)O[P@](=O)(O)OC(=O)Nc1ccccc1NC(=O)c1c(O)cccc1Cl	O=C(O)CNC(=O)CC(=O)OP(=O)(O)OC(=O)Nc1ccccc1NC(=O)c1c(O)cccc1Cl
4538	COCCC[C@@H]1C=C[C@H](O)c2c(O)c(CC#N)cc([C@@H](O)c3ccccc3C(=O)O)c21	COCCCC1C=CC(O)c2c(O)c(CC#N)cc(C(O)c3ccccc3C(=O)O)c21
4539	CO[C@H](C(=O)[C@H](N)C(=O)O)c1cc(C)cc2cc(F)c3cccc(C(F)(F)F)c3c12	COC(C(=O)C(N)C(=O)O)c1cc(C)cc2cc(F)c3cccc(C(F)(F)F)c3c12
4540	CCN[C@@H]1C=C(C)CC2=C[C@H](C(F)(F)F)c3nc(N)nc(F)c3[C@H]21	CCNC1C=C(C)CC2=CC(C(F)(F)F)c3nc(N)nc(F)c3C21
4542	O=C(O)Cc1cc(C(=O)O)nc2c1CC(O)=C1CC=C3C[C@@H](O)CC[C@@H]3[C@@H]12	O=C(O)Cc1cc(C(=O)O)nc2c1CC(O)=C1CC=C3CC(O)CCC3C12
4544	O=C(O)C[C@H]1C=C(O)Cc2c1cc1c(O)noc1c2Cc1ccccc1C(=O)O	O=C(O)CC1C=C(O)Cc2c1cc1c(O)noc1c2Cc1ccccc1C(=O)O
4547	CCCCC[C@H](Oc1c(Cl)c(OC)cc2ccc(C=O)cc12)C(=O)O	CCCCCC(Oc1c(Cl)c(OC)cc2ccc(C=O)cc12)C(=O)O
4548	N[C@H](CCNC(=O)OC(=O)c1ccc2ccc(C(=O)O)cc2c1)C(=O)O	NC(CCNC(=O)OC(=O)c1ccc2ccc(C(=O)O)cc2c1)C(=O)O
4551	COc1ccccc1C(O)=C(C(=O)NS(=O)(=O)O)[C@@H]1C=C(C=O)[C@@H](C)CC1	COc1ccccc1C(O)=C(C(=O)NS(=O)(=O)O)C1C=C(C=O)C(C)CC1
4554	CCOC(=O)c1ccc(CC(=O)O)c(C2=CC[C@H](c3ccc(O)c(C)c3CCO)C(O)=N2)c1	CCOC(=O)c1ccc(CC(=O)O)c(C2=CCC(c3ccc(O)c(C)c3CCO)C(O)=N2)c1
4558	CC1=C[C@@H](N/C=C2\CC(=O)C=CC2=O)c2cc(C(C)C)c(Cl)cc2C1	CC1=CC(NC=C2CC(=O)C=CC2=O)c2cc(C(C)C)c(Cl)cc2C1
4561	CC[C@H]1C=C[C@@H](CNc2ccc(C(=O)O)cc2C[C@@H](O)C(=O)O)c2c(COC)cccc21	CCC1C=CC(CNc2ccc(C(=O)O)cc2CC(O)C(=O)O)c2c(COC)cccc21
4562	C=Cc1c(O)cccc1N(C)/C=C\C=C\C(=O)NC(=O)NC(=O)CCCCC(=O)O	C=Cc1c(O)cccc1N(C)C=CC=CC(=O)NC(=O)NC(=O)CCCCC(=O)O
4563	COc1cccc(C(O)=Cc2cc(C(=O)O)ncc2/N=C(/O)Nc2ncc(C(=O)CC(=O)O)o2)c1	COc1cccc(C(O)=Cc2cc(C(=O)O)ncc2N=C(O)Nc2ncc(C(=O)CC(=O)O)o2)c1
4564	Cc1c(O)c2c(c3ccccc13)[C@@H](C)C=C[C@@H]2O	Cc1c(O)c2c(c3ccccc13)C(C)C=CC2O
4565	CCC(C(=O)OC(=O)CCOC)=C(Cc1cccc(O)c1C)[C@@H]1C(=O)C=C(C)NC1=O	CCC(C(=O)OC(=O)CCOC)=C(Cc1cccc(O)c1C)C1C(=O)C=C(C)NC1=O
4566	COc1ccc(/C(O)=C\C(=C\c2occ(CCCC(N)=O)c2OC)C(=O)O)cc1	COc1ccc(C(O)=CC(=Cc2occ(CCCC(N)=O)c2OC)C(=O)O)cc1
4567	CC(C)c1cccc(Oc2cc([C@@H](O)NCC(=O)O)c(O)cc2O)c1	CC(C)c1cccc(Oc2cc(C(O)NCC(=O)O)c(O)cc2O)c1
4571	CC1=C[C@@H]2CCCc3cccc(c32)[C@@H]1/N=C(\O)CC(=O)NS(=O)(=O)O	CC1=CC2CCCc3cccc(c32)C1N=C(O)CC(=O)NS(=O)(=O)O
4572	O=C(O)c1ccc(CCCS[C@@H](Cl)c2ccc(Cl)cc2)cc1	O=C(O)c1ccc(CCCSC(Cl)c2ccc(Cl)cc2)cc1
4575	COc1cncc([C@@](O)(C(=O)O)c2ccccc2)c1	COc1cncc(C(O)(C(=O)O)c2ccccc2)c1
4576	CCc1c2c(c3c4c(cccc14)C=C(OC)[C@H]3CC(=O)O)CC=C[C@@H]2F	CCc1c2c(c3c4c(cccc14)C=C(OC)C3CC(=O)O)CC=CC2F
4577	C/C=C\c1cc(O)c([C@H](C)CC(=O)O)c2ccc(C)cc12	CC=Cc1cc(O)c(C(C)CC(=O)O)c2ccc(C)cc12
4578	COc1cc(Cl)c(OC[C@@H](C)CC[C@H](Cc2c(O)cccc2C(=O)O)C(=O)O)cc1C(=O)O	COc1cc(Cl)c(OCC(C)CCC(Cc2c(O)cccc2C(=O)O)C(=O)O)cc1C(=O)O
4580	CCc1c([C@@H](COC)NCC(=O)O)c(O)c2c3c(c(O)c4c(C)c(-c5ccco5)ccc42)C=CCc13	CCc1c(C(COC)NCC(=O)O)c(O)c2c3c(c(O)c4c(C)c(-c5ccco5)ccc42)C=CCc13
4581	CC(C)=C[C@H](/C=C\C=C\CC(=O)O)C/C=C(\C(=O)O)[C@@H](O)c1cccc2c(C)c(O)[nH]c12	CC(C)=CC(C=CC=CCC(=O)O)CC=C(C(=O)O)C(O)c1cccc2c(C)c(O)[nH]c12
4582	CCCCCCC(=O)N(C(=O)CC(=O)O)S(=O)(=O)[C@@H]1C=CCc2c(C(=O)O)nc(O)c(C(=O)O)c21	CCCCCCC(=O)N(C(=O)CC(=O)O)S(=O)(=O)C1C=CCc2c(C(=O)O)nc(O)c(C(=O)O)c21
4583	COc1ccc(C(=O)[C@H](C)CCCCC(=O)O)c(O)c1	COc1ccc(C(=O)C(C)CCCCC(=O)O)c(O)c1
4585	COCc1cccc2c1[C@@H](O)C=C[C@@H]2NC(=O)c1c(O)ccc([C@H]2C=C(OC)C=CC2)c1[C@@H](C)Cl	COCc1cccc2c1C(O)C=CC2NC(=O)c1c(O)ccc(C2C=C(OC)C=CC2)c1C(C)Cl
4586	C=C[C@@H](C)[C@@H](C)C=C(C)[C@H](CC[C@@H](O)c1cccc(CCC)n1)C(C)=C[C@H](C)/C=C\C	C=CC(C)C(C)C=C(C)C(CCC(O)c1cccc(CCC)n1)C(C)=CC(C)C=CC
4587	CN[C@@H]1C=C(OC)Nc2c1cc(OC)cc2[C@H](CO)c1ccccc1	CNC1C=C(OC)Nc2c1cc(OC)cc2C(CO)c1ccccc1
4588	CCCOC(=O)[C@@H]1C=CCc2c(C(N)=O)ccc(O)c21	CCCOC(=O)C1C=CCc2c(C(N)=O)ccc(O)c21
4590	COC1=C(C(=O)O)C(=O)C(N2CCCC[C@H]2C)=CC1=O	COC1=C(C(=O)O)C(=O)C(N2CCCCC2C)=CC1=O
4591	CC(C)(C/C=C/Oc1ccccc1)c1ccccc1	CC(C)(CC=COc1ccccc1)c1ccccc1
4593	O=C(O)c1cccc2c1[C@@H](O)C=C1[C@@H](F)CC=C[C@@H]12	O=C(O)c1cccc2c1C(O)C=C1C(F)CC=CC12
4595	O=C(C/C=C(\O)C(=O)C(=O)O)C/C(O)=N\C(=O)c1ccccc1[N+](=O)[O-]	O=C(CC=C(O)C(=O)C(=O)O)CC(O)=NC(=O)c1ccccc1[N+](=O)[O-]
4596	C=CCC(=C/C=C(/CCc1ccc(C)c(C(=O)O)c1O)C(=O)O)C(C)=CC(=O)O	C=CCC(=CC=C(CCc1ccc(C)c(C(=O)O)c1O)C(=O)O)C(C)=CC(=O)O
4597	CCC(=C(C)/C=C\c1ccccc1)[C@@H](CO)c1cccc(F)c1	CCC(=C(C)C=Cc1ccccc1)C(CO)c1cccc(F)c1
4599	CCN(C[C@@H]1CCNC(Cl)=C1C)c1cc(CCO)c(/C=C(/OC)c2ccc(O)nc2)cc1OC	CCN(CC1CCNC(Cl)=C1C)c1cc(CCO)c(C=C(OC)c2ccc(O)nc2)cc1OC
4600	CCC/C=C\C=C(\O)CC(=O)NC(=O)c1cc(Cl)c2c(c1)[C@@H](Cl)S[C@@H]2Cl	CCCC=CC=C(O)CC(=O)NC(=O)c1cc(Cl)c2c(c1)C(Cl)SC2Cl
4602	CCc1c([C@H](C(=O)O)[C@H](S)C(=O)O)ccc2c1ccc1[nH]ccc12	CCc1c(C(C(=O)O)C(S)C(=O)O)ccc2c1ccc1[nH]ccc12
4604	CNC(=O)CC(=O)C1=CCc2cn3c(c2C1)CC[C@H](OC)C3	CNC(=O)CC(=O)C1=CCc2cn3c(c2C1)CCC(OC)C3
4609	CC(=CC(=O)O)[C@H](OC(=O)CS(=O)(=O)c1cccc2ccccc12)c1cc(O)cc(C(=O)O)c1O	CC(=CC(=O)O)C(OC(=O)CS(=O)(=O)c1cccc2ccccc12)c1cc(O)cc(C(=O)O)c1O
4610	CCc1ccc2cc(C(=O)Oc3ccccc3)c([C@H](/C=C/C(=O)O)C(=O)O)c(O)c2c1	CCc1ccc2cc(C(=O)Oc3ccccc3)c(C(C=CC(=O)O)C(=O)O)c(O)c2c1
4611	CO[C@@H]1CN[C@H](O)c2c(NC(=O)/C(C=O)=N\Nc3ccc(C)cc3)cccc21	COC1CNC(O)c2c(NC(=O)C(C=O)=NNc3ccc(C)cc3)cccc21
4612	Cc1cc(O)c2cc(O)cc3c2c1C=C[C@@H]3[C@@H](C)Cc1cc(S(N)(=O)=O)cc2ccc3nc[nH]c3c12	Cc1cc(O)c2cc(O)cc3c2c1C=CC3C(C)Cc1cc(S(N)(=O)=O)cc2ccc3nc[nH]c3c12
4617	Cc1cc2c(c(CO)c1[N+](=O)[O-])[C@H](O)C([C@H](O)C(=O)O)=C[C@@H]2CC(=O)O	Cc1cc2c(c(CO)c1[N+](=O)[O-])C(O)C(C(O)C(=O)O)=CC2CC(=O)O
4618	C[C@H]1OCc2cccc(C[C@H](O)[C@](O)(c3ccoc3)c3ccccc3C(=O)O)c21	CC1OCc2cccc(CC(O)C(O)(c3ccoc3)c3ccccc3C(=O)O)c21
4621	CC(/C=C(\C)C(=O)O)=C(C)CCCc1c[nH]c(Cc2cccc(C(C)(C)C)c2)c1	CC(=CC(C)=C(C)CCCc1c[nH]c(Cc2cccc(C(C)(C)C)c2)c1)C(=O)O
4622	CO[C@H](CNC(=O)c1ccc([N+](=O)[O-])[nH]1)c1c(O)ccc(C(=O)O)c1CCCCO	COC(CNC(=O)c1ccc([N+](=O)[O-])[nH]1)c1c(O)ccc(C(=O)O)c1CCCCO
4623	COc1ccc(N/C(Cl)=C/[C@H](O)c2ccc3c(Br)cccc3c2C(=O)OC(C)(C)C)cc1	COc1ccc(NC(Cl)=CC(O)c2ccc3c(Br)cccc3c2C(=O)OC(C)(C)C)cc1
4625	CCO[C@@H]1C=C(OC)Cc2c1ccc1c2CC(O)=C[C@@H]1CCC1CCCCC1	CCOC1C=C(OC)Cc2c1ccc1c2CC(O)=CC1CCC1CCCCC1
4626	O=C(O)c1ccc([C@@H](O)c2cccc(O)c2C(=O)O)c(O)c1	O=C(O)c1ccc(C(O)c2cccc(O)c2C(=O)O)c(O)c1
4628	O=C(O)N[C@@H]1c2ccccc2Cc2c(-c3ccc(C(=O)O)c(O)c3)ccc(NCO)c21	O=C(O)NC1c2ccccc2Cc2c(-c3ccc(C(=O)O)c(O)c3)ccc(NCO)c21
4630	COC[C@H]1C=C(C)C[C@H]2C(C(=O)O)=C[C@H]3CC=C(CCC(=O)O)C[C@@H]3[C@@H]12	COCC1C=C(C)CC2C(C(=O)O)=CC3CC=C(CCC(=O)O)CC3C12
4633	COc1cc([C@H](O)CC=N)ccc1-c1c(CC(=O)NC(C)=O)cc(O)c(C(=O)O)c1O	COc1cc(C(O)CC=N)ccc1-c1c(CC(=O)NC(C)=O)cc(O)c(C(=O)O)c1O
4634	CCCNC(=O)OC(=O)CN[C@H](C)c1ccc2ccccc2c1CCN	CCCNC(=O)OC(=O)CNC(C)c1ccc2ccccc2c1CCN
4635	COc1c(O)cc(Br)cc1NC(=O)NS(=O)(=O)c1cccc([C@@H](F)c2c(O)ccc(O)c2C)c1	COc1c(O)cc(Br)cc1NC(=O)NS(=O)(=O)c1cccc(C(F)c2c(O)ccc(O)c2C)c1
4636	COc1cc(C(=O)O)c(C(=O)O)c(C[C@@H](CC(=O)O/N=C(\O)CCO)C(=O)O)c1OC	COc1cc(C(=O)O)c(C(=O)O)c(CC(CC(=O)ON=C(O)CCO)C(=O)O)c1OC
4639	CCc1cc(Cc2[nH]c(O)cc2[C@@H](/C=C\CCc2c[nH]c(N)n2)NCO)c(C)c(C(C)(C)C)c1	CCc1cc(Cc2[nH]c(O)cc2C(C=CCCc2c[nH]c(N)n2)NCO)c(C)c(C(C)(C)C)c1
4640	CC[C@H]1C(C(F)(F)F)=CCc2c1cc(C(=O)OC)c1c2CC=C[C@H]1NCC(=O)O	CCC1C(C(F)(F)F)=CCc2c1cc(C(=O)OC)c1c2CC=CC1NCC(=O)O
4641	COCCC[C@@](O)(Cc1cccc(O)n1)c1cc(O)c(F)cc1F	COCCCC(O)(Cc1cccc(O)n1)c1cc(O)c(F)cc1F
4643	CCCc1cnc([C@@H](O)C(C(=O)O)C(=O)O)c2c1[C@H](CC)C(O)=N[C@H]2O	CCCc1cnc(C(O)C(C(=O)O)C(=O)O)c2c1C(CC)C(O)=NC2O
4644	CCCc1cc(CC(=O)O)c(O)cc1[C@@H]([C@H](O)/C=C/C(C)C)N(CC(=O)O)c1cccc(O)c1F	CCCc1cc(CC(=O)O)c(O)cc1C(C(O)C=CC(C)C)N(CC(=O)O)c1cccc(O)c1F
4645	CCO[C@@H](C)c1nc(C(=O)O)c([C@H](C)O)c(C)c1CC	CCOC(C)c1nc(C(=O)O)c(C(C)O)c(C)c1CC
4646	N#C/C=C/C(=CC(=O)OC(=O)c1ccccc1Cl)Nc1c[nH]cc1O	N#CC=CC(=CC(=O)OC(=O)c1ccccc1Cl)Nc1c[nH]cc1O
4647	C=C(Br)CNc1cc(Cl)cc([C@](O)(C(=O)NC(=O)OCCC(=O)O)c2cccc(Cl)c2)c1	C=C(Br)CNc1cc(Cl)cc(C(O)(C(=O)NC(=O)OCCC(=O)O)c2cccc(Cl)c2)c1
4648	O=C(O)c1cc(Oc2cccc([C@@H]3N[C@@H](O)c4ccccc43)c2)c2c(F)c3ccc(O)cc3cc2c1	O=C(O)c1cc(Oc2cccc(C3NC(O)c4ccccc43)c2)c2c(F)c3ccc(O)cc3cc2c1
4650	C[C@H](C(=Cc1cc(C[C@H](N)C#N)cc(O)c1O)C(=O)O)c1cccc2c(CO)ccnc12	CC(C(=Cc1cc(CC(N)C#N)cc(O)c1O)C(=O)O)c1cccc2c(CO)ccnc12
4651	O=C(Cc1nc(O)co1)OC(=O)C[C@@H](CO)C(=O)O	O=C(Cc1nc(O)co1)OC(=O)CC(CO)C(=O)O
4652	CC=C(Cc1cccc2c([C@@H]3C=C(CC)CC3)nc(O)cc12)C(=O)O	CC=C(Cc1cccc2c(C3C=C(CC)CC3)nc(O)cc12)C(=O)O
4655	CC(CCO)=C(C(C)=C(C)C(=O)O)[C@H](CO)c1cc(C(=O)O)cc2c1[C@H](O)C=C(C(=O)O)[C@H]2O	CC(CCO)=C(C(C)=C(C)C(=O)O)C(CO)c1cc(C(=O)O)cc2c1C(O)C=C(C(=O)O)C2O
4657	C=C(F)C=C(C(=O)/C(=C/C)Cc1ccoc1)[C@H]1C=CCc2cc(O)ccc21	C=C(F)C=C(C(=O)C(=CC)Cc1ccoc1)C1C=CCc2cc(O)ccc21
4658	CC(=O)OC(=O)C(=O)C[C@@H]1C=CCc2c1ccc1c(O)c3c(c(C(C)(C)C)c21)CC=C[C@@H]3CO	CC(=O)OC(=O)C(=O)CC1C=CCc2c1ccc1c(O)c3c(c(C(C)(C)C)c21)CC=CC3CO
4659	CC(=O)Nc1ccsc1C(=O)Nc1cc(C(=O)OC(=O)[C@H](N)C(=O)O)ccc1Br	CC(=O)Nc1ccsc1C(=O)Nc1cc(C(=O)OC(=O)C(N)C(=O)O)ccc1Br
4661	O=C(O)c1cccc(Cc2cccc3c2CC=C[C@H]3COS(=O)(=O)O)c1	O=C(O)c1cccc(Cc2cccc3c2CC=CC3COS(=O)(=O)O)c1
4662	CCC[C@H](CO)OC(=O)C/C=C(/NC(=O)OC(=O)c1ccccc1OC)[C@H](O)c1ccc(F)cc1	CCCC(CO)OC(=O)CC=C(NC(=O)OC(=O)c1ccccc1OC)C(O)c1ccc(F)cc1
4664	CC[C@@H](O)CCCCC(=O)N(CC(Cc1cncc(O)c1O)=C(/N=C/O)OC)C(=O)C(=O)O	CCC(O)CCCCC(=O)N(CC(Cc1cncc(O)c1O)=C(N=CO)OC)C(=O)C(=O)O
4666	C[C@H]1C(F)=C[C@H]2C=CCc3c(-c4cc(NC(=O)OCC[C@@H](N)C(=O)O)cc(C(=O)O)c4)ccc1c32	CC1C(F)=CC2C=CCc3c(-c4cc(NC(=O)OCCC(N)C(=O)O)cc(C(=O)O)c4)ccc1c32
4669	CC[C@H]1C=C[C@@H](COC(C)=O)C2=C1Cc1c(cccc1C(=O)O)C2	CCC1C=CC(COC(C)=O)C2=C1Cc1c(cccc1C(=O)O)C2
4671	C/C=C/C(=O)/C(=C\C(C)(C)C)C(=Cc1cccc(O)c1)C(=O)O	CC=CC(=O)C(=CC(C)(C)C)C(=Cc1cccc(O)c1)C(=O)O
4672	CCC(=O)OC(=O)COCC1=CC=CC(=Cc2cc(C(=O)O)c(O)cc2O)[C@@H]1C/C=C/C(=O)O	CCC(=O)OC(=O)COCC1=CC=CC(=Cc2cc(C(=O)O)c(O)cc2O)C1CC=CC(=O)O
4673	CC[C@H]1C(=O)C(C(=O)Nc2nc(N)c(C(=O)O)n2C)=CC(=O)[C@@H]1c1ccccc1	CCC1C(=O)C(C(=O)Nc2nc(N)c(C(=O)O)n2C)=CC(=O)C1c1ccccc1
4677	Cc1ccc(C(=O)OC(N)=O)c([C@H](C(=O)O)C(=O)N(S(C)(=O)=O)S(=O)(=O)O)c1	Cc1ccc(C(=O)OC(N)=O)c(C(C(=O)O)C(=O)N(S(C)(=O)=O)S(=O)(=O)O)c1
4679	Cc1cc(C(=O)O)cc(NCCC(C)(C)C(=O)O)c1[C@H](F)c1ccccc1[C@@H](O)CC(=O)O	Cc1cc(C(=O)O)cc(NCCC(C)(C)C(=O)O)c1C(F)c1ccccc1C(O)CC(=O)O
4680	Cc1ccc2[nH]c([C@@H](C)c3cccc4cc5[nH]ccc5c(C)c34)cc2c1	Cc1ccc2[nH]c(C(C)c3cccc4cc5[nH]ccc5c(C)c34)cc2c1
4684	O/C=N\c1ccc(Cl)c2cccc(-c3ccccc3)c12	OC=Nc1ccc(Cl)c2cccc(-c3ccccc3)c12
4686	COCC(F)=C(C(=O)O)[C@@H]1N[C@@H](O)c2ccc(S(C)(=O)=O)cc21	COCC(F)=C(C(=O)O)C1NC(O)c2ccc(S(C)(=O)=O)cc21
4687	Cc1c(O)c2c(c3c1[C@@H](O)C=CC3)[C@@H](C(=O)O)C=CC2	Cc1c(O)c2c(c3c1C(O)C=CC3)C(C(=O)O)C=CC2
4689	O=C(O)/C=C/NC1=C[C@@H](C(=O)O)c2c(O)ncc(Cc3ccc4c(C(=O)O)ccc(O)c4c3)c2C1	O=C(O)C=CNC1=CC(C(=O)O)c2c(O)ncc(Cc3ccc4c(C(=O)O)ccc(O)c4c3)c2C1
4690	Cc1cc(NC(=O)CC(=O)c2ccc3c(C(=O)O)cc(O)cc3c2C/C=C/C#N)c(C(=O)O)[nH]1	Cc1cc(NC(=O)CC(=O)c2ccc3c(C(=O)O)cc(O)cc3c2CC=CC#N)c(C(=O)O)[nH]1
4693	N[C@@H]1N[C@@H]2C=CCC3=CCc4c(COc5ccccc5)nc(O)c1c4[C@@H]32	NC1NC2C=CCC3=CCc4c(COc5ccccc5)nc(O)c1c4C32
4694	CCCC(=CC(=O)O)Oc1ccc2cccc([C@@H](C(=O)O)C(=O)OC(N)=O)c2c1	CCCC(=CC(=O)O)Oc1ccc2cccc(C(C(=O)O)C(=O)OC(N)=O)c2c1
4698	CCCO[C@@H](c1ccc(C(C)C)cc1O)c1c(C(=O)O)cc2cccc3c2c1[C@@H](Cl)C(O)=C3	CCCOC(c1ccc(C(C)C)cc1O)c1c(C(=O)O)cc2cccc3c2c1C(Cl)C(O)=C3
4700	CCc1cc2cc(O)ccc2c(-n2cc3c(c2C)[C@H](C)C=C[C@@H]3CC(=O)O)c1O	CCc1cc2cc(O)ccc2c(-n2cc3c(c2C)C(C)C=CC3CC(=O)O)c1O
4701	N[C@@H](C(=O)O)C(=O)OCc1ccc([C@H](O)c2cc(O)ccc2C(=O)O)c(CO)c1	NC(C(=O)O)C(=O)OCc1ccc(C(O)c2cc(O)ccc2C(=O)O)c(CO)c1
4704	Nc1nc2c([nH]1)CC=C[C@@H]2O[C@@H](CO)c1ccccc1	Nc1nc2c([nH]1)CC=CC2OC(CO)c1ccccc1
4706	CCC(=O)O[C@@H](NS(=O)(=O)c1cc(OC)cc(O)c1C#N)c1ccc(O)cc1N	CCC(=O)OC(NS(=O)(=O)c1cc(OC)cc(O)c1C#N)c1ccc(O)cc1N
4707	CC[C@@](C)(CO)Cc1ccc([C@@H](C(=O)O)[C@@H](O)Cc2ccc(I)c(F)c2CC(=O)O)c(OC)c1	CCC(C)(CO)Cc1ccc(C(C(=O)O)C(O)Cc2ccc(I)c(F)c2CC(=O)O)c(OC)c1
4708	CC/C=C\[C@@H](OCC)c1ccc(-c2cc(Br)ccc2O)c(O)c1C	CCC=CC(OCC)c1ccc(-c2cc(Br)ccc2O)c(O)c1C
4712	COc1ccc2cccc(I)c2c1[C@@H]1C[C@H](CCCC(=O)O)CC[C@@H]1O	COc1ccc2cccc(I)c2c1C1CC(CCCC(=O)O)CCC1O
4714	COC(=O)c1ccc(Cl)c2ccc(O[C@H]3C(O)=CCc4ccccc43)cc12	COC(=O)c1ccc(Cl)c2ccc(OC3C(O)=CCc4ccccc43)cc12
4717	Cc1ccc2c(CC(=O)Oc3c(O)cccc3C(=O)O)cc(O)c3c2c1C=C(N(C)S(C)(=O)=O)[C@@H]3O	Cc1ccc2c(CC(=O)Oc3c(O)cccc3C(=O)O)cc(O)c3c2c1C=C(N(C)S(C)(=O)=O)C3O
4718	CC(C)/C=C(/C=C/N(C(=O)CO)c1ccccc1)[C@H](O)[C@@H](C)N	CC(C)C=C(C=CN(C(=O)CO)c1ccccc1)C(O)C(C)N
4719	COc1c(C)cc(CCn2ccc3ccc([C@@H](C)OCc4coc(C)c4)cc32)c2ccnc(O)c12	COc1c(C)cc(CCn2ccc3ccc(C(C)OCc4coc(C)c4)cc32)c2ccnc(O)c12
4720	C[C@@H](O)[C@@H](c1ccccc1)c1c(CC(=O)O)ccc2c(O)cccc12	CC(O)C(c1ccccc1)c1c(CC(=O)O)ccc2c(O)cccc12
4722	O=C(O)c1c(F)cc(O)cc1-c1cc2c(c(O)c1C(=O)O)[C@H](O)C=C[C@H]2C(=O)O	O=C(O)c1c(F)cc(O)cc1-c1cc2c(c(O)c1C(=O)O)C(O)C=CC2C(=O)O
